customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6407UTSLV,Female,1,No,No,2,Yes,No,Fiberoptic,No,Yes,No,No,Yes,No,Monthtomonth,Yes,Banktransfer(automatic),83.8,163.7,No
4116TZAQJ,Female,0,No,No,9,Yes,No,Fiberoptic,Yes,No,No,No,No,No,Monthtomonth,Yes,Creditcard(automatic),74.25,639.65,Yes
9060HJJRW,Female,0,No,No,51,No,Nophoneservice,DSL,No,Yes,Yes,No,Yes,Yes,Oneyear,Yes,Creditcard(automatic),56.4,2928.5,No
2587YNLES,Female,0,Yes,Yes,6,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,20.1,100.35,No
7398SKNQZ,Female,0,Yes,No,3,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,Monthtomonth,No,Electroniccheck,94.9,273.2,No
5935FCCNB,Female,1,No,No,17,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,94.2,1608.15,No
1958RNRKS,Male,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,No,Monthtomonth,No,Electroniccheck,49.9,1441.95,No
5136RGMZO,Male,0,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Monthtomonth,Yes,Electroniccheck,71.05,2168.15,No
8345MVDYC,Female,0,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Twoyear,No,Banktransfer(automatic),81.65,3618.7,No
8226BXGES,Male,0,Yes,No,64,Yes,Yes,Fiberoptic,Yes,Yes,Yes,No,No,No,Oneyear,No,Banktransfer(automatic),89.45,5692.65,No
3877JRJIP,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Monthtomonth,Yes,Electroniccheck,59.85,59.85,Yes
8375DKEBR,Female,1,No,No,1,Yes,No,Fiberoptic,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,69.6,69.6,Yes
9705IOVQQ,Male,1,Yes,Yes,61,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Oneyear,No,Electroniccheck,99,5969.3,No
1015OWJKI,Male,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,19.05,19.05,No
7511YMXVQ,Male,0,No,No,9,No,Nophoneservice,DSL,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,45.4,418.8,Yes
2040XBAVJ,Male,0,Yes,Yes,72,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,Banktransfer(automatic),114.45,8100.55,No
7551JOHTI,Female,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,19.5,19.5,Yes
8887IPQNC,Female,0,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Mailedcheck,44.25,313.45,No
8646JCOMS,Female,0,Yes,No,66,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,No,No,Oneyear,Yes,Banktransfer(automatic),90.55,6130.95,No
9804ICWBG,Male,0,No,No,1,Yes,No,Fiberoptic,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,69.9,69.9,Yes
1222KJNZD,Male,0,Yes,Yes,40,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,Yes,Banktransfer(automatic),20.4,745.3,No
0106GHRQR,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Monthtomonth,Yes,Banktransfer(automatic),71.4,1212.1,No
5318IXUZF,Female,0,No,No,2,Yes,No,Fiberoptic,No,Yes,No,No,Yes,No,Monthtomonth,Yes,Banktransfer(automatic),87.15,183.75,Yes
3768VHXQO,Male,0,Yes,No,67,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),24.85,1583.5,No
8952WCVCD,Female,0,Yes,No,41,Yes,No,Fiberoptic,Yes,Yes,Yes,No,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),104.45,4162.05,No
2418TPEUN,Female,0,Yes,Yes,56,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Creditcard(automatic),19.8,1119.9,No
3963RYFNS,Female,0,No,No,72,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),116.45,8013.55,No
3198VELRD,Female,0,Yes,Yes,3,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,Monthtomonth,Yes,Banktransfer(automatic),84.75,264.85,Yes
8540ZQGEA,Female,0,Yes,No,54,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),20.05,1102.4,No
1320REHCS,Male,1,No,No,52,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Monthtomonth,Yes,Electroniccheck,110.75,5832,No
4137JOPHL,Female,0,No,No,50,Yes,No,Fiberoptic,No,No,Yes,Yes,No,Yes,Twoyear,Yes,Banktransfer(automatic),89.7,4304.5,No
9436ZBZCT,Male,0,No,No,14,Yes,Yes,Fiberoptic,No,No,No,Yes,Yes,No,Monthtomonth,Yes,Electroniccheck,89.95,1178.4,Yes
7801CEDNV,Male,0,Yes,No,27,Yes,No,DSL,Yes,No,No,No,No,No,Oneyear,No,Creditcard(automatic),48.7,1421.75,No
2057BOYKM,Female,1,Yes,No,72,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,No,No,Twoyear,Yes,Banktransfer(automatic),96.6,6827.5,No
3658QQJYD,Male,0,No,No,62,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Oneyear,Yes,Creditcard(automatic),74.3,4698.05,No
1803BGNBD,Female,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Monthtomonth,Yes,Electroniccheck,54.3,654.5,No
0134XWXCE,Female,1,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Oneyear,No,Banktransfer(automatic),74.85,3268.05,No
6950TWMYB,Male,0,Yes,Yes,54,Yes,No,Fiberoptic,No,Yes,No,Yes,No,No,Twoyear,Yes,Banktransfer(automatic),79.95,4362.05,No
5848FHRFC,Female,0,No,No,68,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),20.05,1386.9,No
2243FNMMI,Male,0,No,No,20,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,19.4,415.4,No
2511MORQY,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,No,Oneyear,No,Banktransfer(automatic),54.9,2614.1,No
5356KZCKT,Male,0,No,No,58,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Creditcard(automatic),24.45,1513.6,No
9470XCCEM,Male,0,Yes,Yes,35,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,No,Monthtomonth,Yes,Banktransfer(automatic),89.65,3161.6,No
6519CFDBX,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,45.4,80.95,No
3902MIVLE,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Twoyear,No,Mailedcheck,75.7,4676.7,No
0409WTMPL,Female,0,Yes,No,58,Yes,Yes,Fiberoptic,Yes,Yes,Yes,No,Yes,Yes,Oneyear,Yes,Creditcard(automatic),110.65,6526.65,No
8763KIAFH,Female,0,Yes,Yes,27,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,Mailedcheck,20.55,583.3,No
3669WHAFY,Female,0,Yes,No,71,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),115.15,8078.1,No
3055VTCGS,Female,0,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,Oneyear,No,Creditcard(automatic),58.55,3503.5,No
3144KMTWZ,Male,0,Yes,No,71,Yes,Yes,Fiberoptic,No,Yes,Yes,No,No,Yes,Monthtomonth,Yes,Banktransfer(automatic),93.25,6669.45,No
7279BUYWN,Female,1,No,No,41,Yes,Yes,Fiberoptic,Yes,Yes,Yes,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,113.2,4689.5,Yes
7156MHUGY,Male,1,No,No,13,Yes,No,Fiberoptic,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,90.5,1201.15,Yes
7198GLXTC,Male,0,No,No,2,Yes,No,Fiberoptic,No,No,No,No,Yes,No,Monthtomonth,No,Electroniccheck,79,143.65,Yes
2007QVGAW,Female,0,Yes,Yes,68,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Banktransfer(automatic),19.35,1292.65,No
5207PLSTK,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Monthtomonth,Yes,Mailedcheck,48.75,48.75,No
2307FYNNL,Male,1,No,No,65,Yes,Yes,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Twoyear,Yes,Electroniccheck,109.05,7108.2,No
5605XNWEN,Male,1,Yes,No,72,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Banktransfer(automatic),25,1802.55,No
2155AMQRX,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Monthtomonth,Yes,Creditcard(automatic),54.9,1505.15,No
6181AXXYF,Male,0,Yes,Yes,72,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),24.75,1859.1,No
5091HFAZW,Female,0,No,No,2,Yes,No,Fiberoptic,Yes,Yes,No,No,Yes,No,Monthtomonth,Yes,Electroniccheck,91.15,168.5,No
0516VRYBW,Female,0,No,Yes,18,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Banktransfer(automatic),20.15,390.85,Yes
2519LBNQL,Male,1,Yes,No,60,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Oneyear,Yes,Electroniccheck,104.35,6339.45,No
8623ULFNQ,Female,1,No,No,26,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Monthtomonth,Yes,Electroniccheck,66.05,1652.4,No
8380PEFPE,Male,0,No,Yes,1,Yes,No,Fiberoptic,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,71.65,71.65,Yes
5687DKDTV,Female,0,No,No,4,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,20.35,77.5,Yes
1568LJSZU,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),92.2,6392.85,No
7530HDYDS,Female,0,No,No,38,Yes,No,Fiberoptic,No,Yes,Yes,Yes,No,No,Monthtomonth,Yes,Creditcard(automatic),84.25,3264.5,Yes
7789HKSBS,Female,1,Yes,No,42,Yes,Yes,Fiberoptic,Yes,No,Yes,No,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),105.2,4599.15,No
7416CKTEP,Female,0,Yes,No,57,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Banktransfer(automatic),19.6,1134.25,No
2586CWXVV,Male,0,Yes,No,54,No,Nophoneservice,DSL,No,Yes,No,No,No,No,Monthtomonth,No,Electroniccheck,30.4,1621.35,No
3096IZETN,Female,0,No,No,12,Yes,No,Fiberoptic,No,No,No,No,No,Yes,Monthtomonth,No,Banktransfer(automatic),78.1,947.3,Yes
2348KCJLT,Female,0,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Oneyear,Yes,Mailedcheck,61.5,2722.2,No
8401EMUWF,Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Monthtomonth,Yes,Banktransfer(automatic),69.4,3058.3,No
4193IBKSW,Male,0,Yes,Yes,72,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),24.75,1769.6,No
5377NDTOU,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,Mailedcheck,91.05,6293.75,No
5922ABDVO,Female,0,Yes,No,19,Yes,Yes,Fiberoptic,No,No,Yes,No,No,Yes,Monthtomonth,No,Mailedcheck,89.65,1761.05,Yes
2474LCNUE,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Monthtomonth,Yes,Creditcard(automatic),73.65,1642.75,No
0839QNXME,Female,0,No,No,30,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),19.4,578.5,No
3506OVLKD,Male,0,No,No,35,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Banktransfer(automatic),26.2,954.9,No
9172ANCRX,Female,0,No,No,10,Yes,Yes,Fiberoptic,Yes,No,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,98.7,973.25,Yes
6650VJONK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Banktransfer(automatic),43.85,43.85,No
2178PMGCJ,Male,0,No,No,22,Yes,No,Fiberoptic,No,No,No,No,No,No,Monthtomonth,Yes,Mailedcheck,69.7,1490.4,No
7492TAFJD,Male,0,Yes,Yes,7,No,Nophoneservice,DSL,Yes,Yes,Yes,No,No,No,Twoyear,No,Mailedcheck,38.55,280,No
2773MADBQ,Female,0,No,No,36,No,Nophoneservice,DSL,Yes,Yes,Yes,Yes,No,Yes,Twoyear,Yes,Mailedcheck,53.1,1901.25,No
6016LVTJQ,Female,0,Yes,Yes,34,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,20.65,716.4,No
7860KSUGX,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Twoyear,No,Creditcard(automatic),64.45,4720,No
8966KZXXA,Male,0,Yes,Yes,36,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),25.1,930.95,No
6910HADCM,Female,0,No,No,1,Yes,No,Fiberoptic,No,No,Yes,No,No,No,Monthtomonth,No,Electroniccheck,76.35,76.35,Yes
4816LXZYW,Female,0,No,No,23,Yes,Yes,Fiberoptic,No,Yes,No,No,No,No,Monthtomonth,Yes,Electroniccheck,79.15,1676.95,Yes
9606PBKBQ,Male,1,Yes,No,32,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,Monthtomonth,Yes,Electroniccheck,85,2642.05,Yes
5149QYTTU,Female,0,Yes,Yes,71,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,No,No,Oneyear,Yes,Creditcard(automatic),95.15,6770.85,No
2070XYMFH,Female,1,No,No,23,Yes,Yes,Fiberoptic,No,No,Yes,No,No,No,Monthtomonth,Yes,Mailedcheck,79.35,1835.3,No
2085BOJKI,Male,0,Yes,No,17,Yes,No,Fiberoptic,No,No,Yes,No,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),96.65,1588.25,No
0817HSUSE,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Monthtomonth,Yes,Electroniccheck,75.5,75.5,No
5442PPTJY,Male,0,Yes,Yes,12,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,19.7,258.35,No
1927QEWMY,Female,0,Yes,No,72,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),20.5,1502.25,No
1663MHLHE,Male,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,19.2,19.2,No
5663QBGIS,Male,1,Yes,No,72,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Twoyear,No,Banktransfer(automatic),98.35,6929.4,No
4450MDZFX,Male,0,Yes,Yes,60,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Monthtomonth,No,Banktransfer(automatic),74.35,4453.3,No
6701DHKWQ,Female,0,Yes,Yes,61,No,Nophoneservice,DSL,No,Yes,Yes,Yes,Yes,No,Twoyear,No,Creditcard(automatic),51.35,3244.4,No
7554AKDQF,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,No,Mailedcheck,45.65,323.45,No
3536IQCTX,Male,1,Yes,No,32,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,Monthtomonth,No,Electroniccheck,85.3,2661.1,Yes
4911BANWH,Female,0,No,Yes,31,Yes,Yes,Fiberoptic,No,No,No,No,Yes,No,Monthtomonth,Yes,Creditcard(automatic),86.55,2697.4,Yes
8496EJAUI,Male,0,No,No,19,Yes,No,Fiberoptic,No,Yes,No,No,No,No,Monthtomonth,Yes,Creditcard(automatic),73.85,1424.5,Yes
0794YVSGE,Male,0,Yes,Yes,72,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),20.3,1401.15,No
5423BHIXO,Female,0,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Monthtomonth,Yes,Electroniccheck,54.2,1739.6,No
6908VVYHM,Male,0,Yes,No,65,Yes,Yes,Fiberoptic,No,Yes,No,No,No,Yes,Monthtomonth,Yes,Electroniccheck,90.65,5931,No
2959EEXWB,Female,0,Yes,Yes,45,No,Nophoneservice,DSL,Yes,No,No,No,Yes,Yes,Monthtomonth,Yes,Banktransfer(automatic),50.9,2333.85,No
1839UMACK,Male,0,No,No,42,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Electroniccheck,25.05,949.85,No
3030YDNRM,Male,0,No,No,8,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,74.85,572.45,No
7321KKSDU,Male,0,No,Yes,32,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,20.5,696.8,No
3402XRIUO,Female,1,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Monthtomonth,Yes,Mailedcheck,63.55,1381.8,No
3132TVFDZ,Male,1,Yes,No,57,No,Nophoneservice,DSL,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,44.85,2572.95,Yes
8286AFUYI,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Monthtomonth,No,Electroniccheck,47.95,47.95,No
8080DDEMJ,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,No,Electroniccheck,45.1,45.1,Yes
8356WUAOJ,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,45,45,No
6365MTGZX,Male,0,No,No,24,Yes,No,Fiberoptic,No,No,No,Yes,Yes,Yes,Monthtomonth,Yes,Electroniccheck,96,2122.45,Yes
1349WXNGG,Male,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Banktransfer(automatic),20.05,20.05,Yes
8058DMYRU,Male,1,No,No,54,Yes,Yes,Fiberoptic,No,Yes,No,No,No,Yes,Monthtomonth,Yes,Electroniccheck,90.05,4931.8,No
9350ZXYJC,Female,0,No,No,4,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Creditcard(automatic),25.3,116.95,No
6990YNRIO,Male,0,Yes,Yes,65,Yes,Yes,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Twoyear,No,Banktransfer(automatic),108.65,6937.95,Yes
8958JPTRR,Female,0,Yes,No,56,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Electroniccheck,24.3,1261.7,No
6959GQEGV,Male,0,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,75.95,3273.8,No
3173WSSUE,Female,0,Yes,Yes,71,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),19.7,1415.85,No
1265HVPZB,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Oneyear,No,Creditcard(automatic),66.4,3958.2,No
4115UMJFQ,Male,0,No,No,69,No,Nophoneservice,DSL,No,Yes,Yes,No,No,No,Oneyear,Yes,Banktransfer(automatic),35.75,2492.25,No
7369TRPFD,Male,0,No,No,19,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,18.8,279.2,No
1098KFQEC,Female,0,Yes,Yes,55,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),19.4,1083,No
7190XHTWJ,Female,0,No,No,38,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,19.3,755.5,No
0621TWIEM,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,45.55,402.6,Yes
3537RYBHH,Female,1,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Monthtomonth,Yes,Creditcard(automatic),67.45,3252,No
2485ITVKB,Female,0,Yes,No,2,No,Nophoneservice,DSL,No,No,No,No,No,Yes,Monthtomonth,Yes,Electroniccheck,35.1,68.75,Yes
3669OYSJI,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,No,Creditcard(automatic),46.2,46.2,Yes
1612EOHDH,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,No,Electroniccheck,45.15,45.15,Yes
6702OHFWR,Male,1,No,No,1,No,Nophoneservice,DSL,No,Yes,Yes,No,No,Yes,Monthtomonth,Yes,Electroniccheck,43.3,43.3,Yes
5296BFCYD,Male,0,Yes,Yes,46,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Mailedcheck,20.1,936.85,No
4510PYUSH,Female,1,No,No,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Monthtomonth,Yes,Creditcard(automatic),57.15,2250.65,Yes
9359JANWS,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Twoyear,No,Creditcard(automatic),58.9,3857.1,No
7517SAWMO,Female,0,Yes,No,19,Yes,No,Fiberoptic,Yes,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,73.2,1441.1,Yes
4143HHPMK,Male,0,No,No,52,Yes,No,Fiberoptic,No,Yes,No,No,No,Yes,Monthtomonth,Yes,Electroniccheck,85.35,4338.6,Yes
3279DYZQM,Male,0,Yes,Yes,71,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,19.45,1378.45,No
7054LGEQW,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,No,Mailedcheck,45.95,45.95,Yes
0523VNGTF,Female,1,No,No,52,No,Nophoneservice,DSL,No,Yes,Yes,Yes,Yes,No,Monthtomonth,Yes,Electroniccheck,50.5,2566.3,No
9575IWCAZ,Male,0,Yes,No,6,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,25.1,171,No
7105MXJLL,Female,1,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,Oneyear,No,Mailedcheck,60.7,1597.4,No
7064FRRSW,Male,1,No,No,48,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Oneyear,Yes,Electroniccheck,99,4744.35,No
7940UQQUG,Female,0,Yes,Yes,64,Yes,Yes,Fiberoptic,Yes,No,No,Yes,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),104.4,6721.6,No
0923PNFUB,Female,0,No,No,3,Yes,No,Fiberoptic,No,Yes,No,No,Yes,No,Monthtomonth,No,Electroniccheck,83.75,247.25,Yes
3961SXAXY,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Banktransfer(automatic),44.05,44.05,No
7010BRBUU,Male,0,Yes,Yes,72,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),24.1,1734.65,No
3566HJGPK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Mailedcheck,45.55,45.55,No
3062ICYZQ,Female,0,Yes,Yes,51,Yes,Yes,Fiberoptic,Yes,Yes,No,No,No,Yes,Monthtomonth,Yes,Electroniccheck,93.8,4539.35,No
9938PRCVK,Female,0,Yes,Yes,41,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),19.7,804.25,No
0973KYVNF,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Twoyear,Yes,Creditcard(automatic),70.65,5011.15,No
5129HHMZC,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Twoyear,No,Creditcard(automatic),86.45,3574.5,No
9637CDTKZ,Male,0,Yes,No,72,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),114.1,8086.4,No
3946JEWRQ,Male,0,Yes,No,47,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,Oneyear,Yes,Creditcard(automatic),95.2,4563,No
