account_id,last_month_balance,city,gender,job,month,active_income,passive_income
bi9g7g4d3f9g,119000,Probolinggo,female,Au pair,5,6840000,0
bi9i1c5j1d7b,17000,Langsa,male,Nurse practitioners,5,11400000,0
bi9i1f0e7c6a,3000,Denpasar,female,Stock clerk,5,1900000,0
bi9i5f0a2c1e,4000,Lhokseumawe,female,Barista,5,3040000,0
bi9i6c4b7i5h,178000,Sibolga,female,Railroad worker,5,2660000,0
bi9i9a1c0i9h,15000,Bekasi,female,Travel agent,5,2660000,0
bi9i9j8a1g0c,1000,Pariaman,male,Retail sales,5,1900000,0
bi9j1a6f7e1f,2000,Lubuklinggau,female,Project Manager,5,8740000,0
bi9j2g3c6i9j,12000,Tasikmalaya,male,Android developer,5,4940000,0
bi9j4h9b7f9c,10514000,Singkawang,female,Physical therapists,5,10260000,0
bi9j4j7i0c0i,61000,Cimahi,female,Recruiter,5,7980000,0
bi9j6f9b3i1d,625000,Langsa,female,Full stack developer,5,5700000,0
bi9j8f6b2e5d,4000,Banjarbaru,male,Retail sales,5,1900000,0
bi9j8h2g7b2g,8000,Malang,male,Statisticians,5,11020000,0
bj0a0b9j5d2d,2000,Pasuruan,female,Occupational therapy assistants/aids,5,11400000,0
bj0a1d2d8h4f,2000,Langsa,female,Lead engineer,5,5700000,0
bj0a1h1i6b7c,84000,Palu,female,Retail buyer,5,2660000,0
bj0a2b6h2c0c,1574000,Lubuklinggau,female,Virtual assistant,5,3420000,0
bj0a4b0j5j6g,1777000,Prabumulih,male,Retail buyer,5,2660000,0
bj0a5j9c3c5i,17000,Sabang,female,Physical therapists,5,10260000,0
bj0a6i1a0e2d,93000,Pagar Alam,female,Wind turbine service technicians,5,8360000,0
bj0a9j5a0g9i,863000,Lhokseumawe,male,Flight attendant,5,2280000,0
bj0b1b6e0a1c,30000,Salatiga,male,Occupational therapy assistants/aids,5,11400000,0
bj0b1g9e9d4e,7000,Tegal,female,Android developer,5,4940000,0
bj0b2f4d4h1i,66000,Tangerang,male,Software QA engineer,5,7980000,0
bj0b3c8c4b1g,9000,Bitung,female,Software Engineer,5,4940000,0
bj0b5i5i9c7h,87000,Balikpapan,female,Chief operating officer,5,5320000,0
bj0b6b4a4e3f,182000,Gunungsitoli,female,Full stack developer,5,5700000,0
bj0b7i3h9i8j,8000,Cimahi,female,Physical therapists,5,10260000,0
bj0b9d0g2h0i,304000,North Jakarta,female,Web developer/designer,5,1900000,0
bj0b9e1i3i9h,7000,Ternate,male,Data Scientist,5,14060000,0
bj0b9e4g4g2f,15000,Mojokerto,male,Warehouse worker,5,1520000,0
bj0c1f2a2i5g,7000,Palangka Raya,female,Retail sales,5,1900000,0
bj0c2i7g2i7b,3000,Kediri,male,Cruise line worker,5,4560000,0
bj0c9f5h5c8d,53000,Ambon,female,Home health aids,5,1520000,0
bj0d1e4h7i0d,4000,Sorong,female,Lead engineer,5,5700000,0
bj0d5i9a7d4b,1007000,Pangkal Pinang,female,Writer/editor,5,1520000,0
bj0d6f3j3g1f,18000,Banjarmasin,male,English as a second language (ESL) teacher,5,2660000,0
bj0e1h2h0g6d,2000,Kediri,male,Chief technology officer,5,5320000,0
bj0e2d8b0g2a,12000,Batu,male,Ambulance drivers/attendants,5,3800000,0
bj0e2j5e1e8b,3000,Pekanbaru,female,Sales representative,5,1900000,0
bj0e4h1c0b0a,4000,Pekanbaru,male,Home health aids,5,1520000,0
bj0e8b1h1f9h,6000,Metro,male,Mobile Developer,5,5320000,0
bj0g0a8d4e2g,8000,Bontang,female,Data Scientist,5,14060000,0
bj0h0a1e2c4i,2000,Bitung,male,Barista,5,3040000,0
bj0h3c9j9a7i,4000,Depok,female,Auditor,5,4180000,0
bj0h5i5d7g3c,35000,Malang,male,Virtual assistant,5,3420000,0
bj0i1g2d0c3g,22000,Banda Aceh,male,Auditor,5,4180000,0
bj0i2h4f7c4j,2000,Balikpapan,male,Railroad worker,5,2660000,0
bj0i4g9a4a7c,34000,Palu,female,Commercial divers,5,1520000,0
bj0i7f7b6c6i,168000,Banda Aceh,male,Physical therapist assistants/aides,5,11400000,0
bj0j2c5f0i2j,8000,Gorontalo,female,Wind turbine service technicians,5,8360000,0
bj0j2d9b7i0e,47000,East Jakarta,male,Retail sales,5,1900000,0
bj1b1b9g6c7a,338000,Metro,male,Franchise owner,5,3420000,0
bj1b2f8b2c3a,8000,Banjarmasin,male,Office clerk,5,2280000,0
bj1b2f9c0j5f,112000,Pariaman,male,Camp counselor,5,3040000,0
bj1b3g3b1a7a,1106000,Pariaman,female,Software Architect,5,4940000,0
bj1b7g3b5g5e,37000,Gunungsitoli,female,Mobile Developer,5,5320000,0
bj1b7h3h3f1b,11000,Padang Panjang,female,Travel agent,5,2660000,0
bj1b9d4h0c1c,1000,East Jakarta,female,Commercial divers,5,1520000,0
bj1c0f3h7e4i,2000,Pontianak,female,Truck driver,5,7220000,0
bj1c0i5a1g3b,258000,Lubuklinggau,female,Stock clerk,5,1900000,0
bj1c3h5h0i7g,7000,Salatiga,male,Waiter/waitress,5,2280000,0
bj1d6b0b8a4g,7000,Tidore,female,Retail sales,5,1900000,0
bj1d8d3i2i1d,56000,Sorong,male,Lead engineer,5,5700000,0
bj1d9e2d2g0d,14000,Pagar Alam,female,Cashier,5,2280000,0
bj1e1f3g4j9c,1885000,Mataram,female,Au pair,5,6840000,0
bj1e3j9b4b3c,8000,Tomohon,female,Translator,5,2660000,0
bj1e7d4b6e1d,4000,Surakarta,female,Android developer,5,4940000,0
bj1e9a1c7c1e,6000,Subulussalam,female,Physician assistants,5,7980000,0
bj1e9c4i8e3j,130000,Madiun,male,Franchise owner,5,3420000,0
bj1e9d6g5a3h,5000,Dumai,female,Flight attendant,5,2280000,0
bj1f0f2g5e9h,86000,Tanjung Pinang,male,Statisticians,5,11020000,0
bj1f1c3i2b5h,93000,Kendari,male,Truck driver,5,7220000,0
bj1f2g4i9h7i,3000,Bukittinggi,female,Software Engineer,5,4940000,0
bj1f3b1b6d8b,13000,Baubau,female,Web developer/designer,5,1900000,0
bj1f5h7i4h6e,447000,Depok,male,Cashier,5,2280000,0
bj1f7b7g2d7j,228000,Sorong,female,Recruiter,5,7980000,0
bj1g0f2i5e2c,67000,Banjarmasin,male,Android developer,5,4940000,0
bj1g8f5g0h3g,3735000,Central Jakarta,male,Mobile Developer,5,5320000,0
bj1h0g0d5b9c,21000,Sawahlunto,male,Retail buyer,5,2660000,0
bj1h1i8f9d1i,20000,Serang,female,Camp counselor,5,3040000,0
bj1h5d3b6d6j,21000,Pariaman,male,Chief operating officer,5,5320000,0
bj1h7c0d3h6e,154000,West Jakarta,male,Retail buyer,5,2660000,0
bj1h8b5j4f1j,21000,Pangkal Pinang,female,Software Engineer,5,4940000,0
bj1i0d7a4h7b,1000,Pontianak,male,Chief technology officer,5,5320000,0
bj1j6f8a8b0d,410000,Langsa,female,Project Manager,5,8740000,0
bj2a0a7f8h7d,13000,Serang,female,Full stack developer,5,5700000,0
bj2a2d9e5b0e,2000,Bandar Lampung,female,Lead developer,5,5700000,0
bj2a5b6g2e2i,39000,Bandar Lampung,male,Statisticians,5,11020000,0
bj2a5i6j0g0j,17000,East Jakarta,female,Home health aids,5,1520000,0
bj2a6d6j4d5d,49000,Banjarmasin,female,Camp counselor,5,3040000,0
bj2a6e5a2e5d,30000,Ternate,female,Lead engineer,5,5700000,0
bj2a8i2i4f1i,12000,Sungai Penuh,male,Statisticians,5,11020000,0
bj2b0d7a3h2d,199000,Jambi,female,Senior java developer,5,10260000,0
bj2b2h1g3a6d,20000,Batu,female,Home health aids,5,1520000,0
bj2b3f7f3a6e,11000,Semarang,male,Ambulance drivers/attendants,5,3800000,0
bj2b4j2f4e8j,8000,Bengkulu,female,Medical transcriptionist,5,2660000,0
bj2b6b3a9c0j,18000,Tasikmalaya,male,Nurse practitioners,5,11400000,0
bj2b7a9d2e0e,497000,Padang Sidempuan,male,Software Architect,5,4940000,0
bj2c1j0i8b3g,5000,Tasikmalaya,female,Nurse practitioners,5,11400000,0
bj2c6g3d4c4a,98000,Tegal,female,Commercial divers,5,1520000,0
bj2c8h3f7b3i,6000,Balikpapan,female,Call center representative,5,5320000,0
bj2d9h2f7d1c,4000,Sungai Penuh,female,Cruise line worker,5,4560000,0
bj2d9i7f8a0g,226000,South Jakarta,male,Sales representative,5,1900000,0
bj2e0b3c1j3j,27000,Payakumbuh,male,Translator,5,2660000,0
bj2e1a0g9f1i,69566000,Balikpapan,female,Medical transcriptionist,5,2660000,0
bj2e2e6e1e5d,4000,Serang,female,Android developer,5,4940000,0
bj2e2i5b5d3f,14000,Payakumbuh,male,Stock clerk,5,1900000,0
bj2e8e9b3h3e,10000,Tasikmalaya,male,Nurse practitioners,5,11400000,0
bj2f0j5a4i2g,23000,Blitar,male,Tech support specialist,5,2660000,0
bj2f1a5b1c6g,4000,Probolinggo,male,Traveling nurse,5,6080000,0
bj2f5d3c3d7e,3776000,Kupang,female,Cruise line worker,5,4560000,0
bj2f6c9b8d1d,113000,Kupang,female,Data Scientist,5,14060000,0
bj2g0j0g5d2a,11000,Padang,male,Home health aids,5,1520000,0
bj2g1d1e6c7e,21000,Samarinda,female,Flight attendant,5,2280000,0
bj2g1d9h5d4a,6000,Sawahlunto,female,Traveling nurse,5,6080000,0
bj2g3f6g9i5h,2000,Palopo,male,Medical transcriptionist,5,2660000,0
bj2g4b2h1i3h,77000,Tangerang,female,Commercial divers,5,1520000,0
bj2g5a0i8j3g,23000,Pontianak,female,Recruiter,5,7980000,0
bj2g9h9j8g2c,128000,Bekasi,male,Analytics Manager,5,4940000,0
bj2h0h0d5a1h,55000,Malang,female,Chief operating officer,5,5320000,0
bj2h5i0g5b6f,14000,Yogyakarta,female,Stock clerk,5,1900000,0
bj2h8d6e6b0d,59000,Bengkulu,male,Chief technology officer,5,5320000,0
bj2h8g8h9j5d,3000,Pagar Alam,male,Full stack developer,5,5700000,0
bj2h8g8i6b9j,4000,West Jakarta,male,Physician assistants,5,7980000,0
bj2i1g4b1b3h,19000,Sabang,male,Chief operating officer,5,5320000,0
bj2i1i1e0h2b,20000,Sawahlunto,male,Software QA engineer,5,7980000,0
bj2i2e2f6f5d,730000,Bandung,female,Retail buyer,5,2660000,0
bj2i2e5d1d9f,9000,Kotamobagu,female,Sales representative,5,1900000,0
bj2i3a0c1g2h,6000,Langsa,female,UX Designer,5,7600000,0
bj2i3h0b7c2d,82000,Manado,female,Virtual assistant,5,3420000,0
bj2i8d2f0c1f,6000,Pematangsiantar,female,Barista,5,3040000,0
bj2j0a9i9i2d,734000,Baubau,female,Travel agent,5,2660000,0
bj2j1c5i7f6h,2000,Padang Panjang,female,Nurse practitioners,5,11400000,0
bj2j1f8i3e4e,12000,Tanjungbalai,male,Occupational therapy assistants/aids,5,11400000,0
bj2j3i8f6c1h,15000,Salatiga,male,Commercial divers,5,1520000,0
bj2j3j3c6c3h,138000,Bitung,female,Tech support specialist,5,2660000,0
bj2j4b7f6j1f,23000,Magelang,female,Recruiter,5,7980000,0
bj2j7e6e8e8f,95000,Pariaman,male,Stock clerk,5,1900000,0
bj3a6g7j1c3j,172000,Depok,male,Franchise owner,5,3420000,0
bj3a7d7i3c2e,2000,Padang Panjang,male,Warehouse worker,5,1520000,0
bj3a7i4f9e2d,54000,Dumai,female,Stock clerk,5,1900000,0
bj3a8d5e1h6e,8000,Surakarta,female,Lead developer,5,5700000,0
bj3b0b9g3f3e,132000,Tanjungbalai,male,Retail sales,5,1900000,0
bj3b3g5b1d4d,8000,Jambi,male,Sales representative,5,1900000,0
bj3b6j9a3i3j,151000,Surabaya,female,Translator,5,2660000,0
bj3b8i0e3a0c,15000,Tidore,female,Occupational therapy assistants/aids,5,11400000,0
bj3c0e7b2e7d,240000,Sukabumi,male,Au pair,5,6840000,0
bj3c1f7c1i1h,18000,South Jakarta,female,Nurse practitioners,5,11400000,0
bj3c5a8b2h0b,175298000,Bogor,female,Travel agent,5,2660000,0
bj3c6g3g1b9g,14000,Blitar,female,Au pair,5,6840000,0
bj3c7e4d0j7g,551000,Batam,male,Lead engineer,5,5700000,0
bj3c7g4e4a2j,217000,Padang Sidempuan,female,Research assistant,5,5320000,0
bj3d0b9e7g9g,196000,Bogor,female,Warehouse worker,5,1520000,0
bj3d0f5a3f1b,2000,Pekanbaru,male,Mobile Developer,5,5320000,0
bj3d1f0d0h5i,62000,Medan,female,Chief technology officer,5,5320000,0
bj3d1j5a7i2b,7000,Kediri,male,Travel agent,5,2660000,0
bj3d4c9h9d7h,5000,Bontang,female,Software Architect,5,4940000,0
bj3d4h9j0g1a,112000,Subulussalam,female,Camp counselor,5,3040000,0
bj3d6a6d4c0a,17000,Medan,female,Full stack developer,5,5700000,0
bj3d6h6c0a3d,1786000,Bima,male,Nurse practitioners,5,11400000,0
bj3d8e8g3a5c,54000,Malang,female,Physician assistants,5,7980000,0
bj3d9j5c5d8b,875000,Pariaman,male,Retail sales,5,1900000,0
bj3e2a2c0b3j,12000,Surakarta,male,Statisticians,5,11020000,0
bj3e3g1g2e5g,10000,South Tangerang,male,Auditor,5,4180000,0
bj3e5d4g4c9e,91000,Lhokseumawe,female,Occupational therapy assistants/aids,5,11400000,0
bj3e7j3g3f9c,16000,Jayapura,female,Traveling nurse,5,6080000,0
bj3e8e1d3j0b,60000,Prabumulih,male,Cashier,5,2280000,0
bj3e9d5d6h5h,6000,Jayapura,female,Commercial divers,5,1520000,0
bj3f0c5c6d7b,1537000,Balikpapan,male,Railroad worker,5,2660000,0
bj3f3b5j8f3d,473000,Lubuklinggau,female,Physician assistants,5,7980000,0
bj3f5a6g2g9f,55000,Banda Aceh,male,Wind turbine service technicians,5,8360000,0
bj3f5d2e7a3g,14000,Cirebon,female,Writer/editor,5,1520000,0
bj3f5j6b0a0b,158000,Kendari,female,QA Manager,5,8740000,0
bj3f6i9h1b0h,21000,Sukabumi,female,Mobile Developer,5,5320000,0
bj3f6i9i5h7f,3000,Lhokseumawe,female,Project Manager,5,8740000,0
bj3f9j1h3e1c,18000,Payakumbuh,female,Retail buyer,5,2660000,0
bj3g3a3e7e4b,48000,Surakarta,male,QA Manager,5,8740000,0
bj3g4d5h6i4c,1000,Metro,female,Sales representative,5,1900000,0
bj3g6g3c6g2g,7000,Tanjungbalai,female,Occupational therapy assistants/aids,5,11400000,0
bj3g7j4b4e9b,6000,Depok,female,Cashier,5,2280000,0
bj3g9g5g6a4c,29000,Jayapura,male,Flight attendant,5,2280000,0
bj3h0g3g1g4h,368000,Jayapura,female,Traveling nurse,5,6080000,0
bj3h9g5j6a8e,7000,Baubau,male,Senior java developer,5,10260000,0
bj3i2c7d7d0d,41000,Depok,male,Commercial divers,5,1520000,0
bj3i4j7h5a0a,14000,Salatiga,female,Full stack developer,5,5700000,0
bj3i8h9f7d6c,7000,Tangerang,female,Warehouse worker,5,1520000,0
bj3j2a7d8j0i,4000,Langsa,female,Nurse practitioners,5,11400000,0
bj3j2i4j2a2j,29000,Tanjung Pinang,male,Statisticians,5,11020000,0
bj3j4d4j8i8g,7000,Balikpapan,female,Physical therapists,5,10260000,0
bj3j5e6g5d7b,95000,Pagar Alam,female,Barista,5,3040000,0
bj3j5e7e4g5d,1000,Tarakan,female,Software Architect,5,4940000,0
bj3j6b2e9j2d,49000,Pangkal Pinang,male,Cashier,5,2280000,0
bj3j7j7f1i0b,13000,Pekanbaru,male,Medical transcriptionist,5,2660000,0
bj3j8c8c9j1f,131000,Balikpapan,female,Analytics Manager,5,4940000,0
bj4a0a8f4g7i,12000,Palembang,male,Software Architect,5,4940000,0
bj4a5i2h7j4i,3000,Subulussalam,male,Lead developer,5,5700000,0
bj4a6a6h7f6j,4000,Baubau,male,QA Manager,5,8740000,0
bj4a7d4h5h5c,9000,Tual,female,English as a second language (ESL) teacher,5,2660000,0
bj4b2c5a1c3h,51000,Bogor,female,Au pair,5,6840000,0
bj4b2f2i8g3d,14000,Batu,female,Translator,5,2660000,0
bj4b3d4e2g6b,1000,Tanjungbalai,male,Railroad worker,5,2660000,0
bj4b4d5e9i1g,3000,Sukabumi,female,Traveling nurse,5,6080000,0
bj4b6g0h1g0c,25000,East Jakarta,male,Franchise owner,5,3420000,0
bj4c6c5a4d6g,131000,Sukabumi,female,Auditor,5,4180000,0
bj4c7h7e4a2c,6000,Banjarmasin,male,Medical transcriptionist,5,2660000,0
bj4c8d4a4a3a,160000,Tegal,female,Lead developer,5,5700000,0
bj4d0i7e5d0j,34000,Tangerang,female,Android developer,5,4940000,0
bj4d1j6i1b8c,5000,Pangkal Pinang,male,Data Scientist,5,14060000,0
bj4d2f5a5h3b,273000,Jayapura,male,Lead developer,5,5700000,0
bj4d3c3h1e7d,1836000,Banjar,male,Occupational therapy assistants/aids,5,11400000,0
bj4d4e9c9e0b,27000,Surakarta,male,Ambulance drivers/attendants,5,3800000,0
bj4d4g2a0i5d,109000,Probolinggo,female,Software Architect,5,4940000,0
bj4d6b6c0b9g,63000,Central Jakarta,female,Recruiter,5,7980000,0
bj4d8b8h4g6c,14000,Palu,male,Web developer/designer,5,1900000,0
bj4d8h7i9a2i,40000,Salatiga,female,Full stack developer,5,5700000,0
bj4e1e9a6i8f,30000,Binjai,male,Call center representative,5,5320000,0
bj4e4h1h0e8i,55000,Balikpapan,female,Tech support specialist,5,2660000,0
bj4e8g7h3b8d,4000,Banjar,male,Nurse practitioners,5,11400000,0
bj4f1d8d0c2i,6397000,Pangkal Pinang,male,Auditor,5,4180000,0
bj4f2d3c6a1b,700000,Tegal,female,Travel agent,5,2660000,0
bj4f5i2e7f2b,1000,Pagar Alam,female,Web developer/designer,5,1900000,0
bj4f6b3j1b2f,1000,Jambi,male,Android developer,5,4940000,0
bj4g1c0i6h3b,10000,Pekalongan,female,Software QA engineer,5,7980000,0
bj4g3h8h6a5d,52000,Sibolga,female,Office clerk,5,2280000,0
bj4g4g4a9g1b,99000,South Jakarta,male,Camp counselor,5,3040000,0
bj4g5e3a7b3g,84000,Bogor,female,Host/hostess (restaurant),5,1900000,0
bj4g5g5g8g8e,10000,Pagar Alam,female,Railroad worker,5,2660000,0
bj4g7d6d6b7i,64000,Sorong,male,QA Manager,5,8740000,0
bj4g9g8h7c5b,10000,East Jakarta,female,Software QA engineer,5,7980000,0
bj4h0d8g5i3b,20000,Jayapura,female,Teacher/tutor,5,5320000,0
bj4h4b4a0d0e,2000,Pekanbaru,female,Statisticians,5,11020000,0
bj4h7i6j1e8f,4634000,Solok,male,Virtual assistant,5,3420000,0
bj4i1d9a0h4a,4000,Kupang,male,Stock clerk,5,1900000,0
bj4i3i3e5i6j,95000,Bontang,male,Physician assistants,5,7980000,0
bj4i6j0g8g4h,18000,Bitung,male,Data Scientist,5,14060000,0
bj4i7e7b0b0e,62000,Palembang,female,Statisticians,5,11020000,0
bj4i9d4g0h5f,12000,Manado,female,Traveling nurse,5,6080000,0
bj4j2g3e2i3g,10000,Pariaman,male,Retail buyer,5,2660000,0
bj4j7i5a7j8c,15000,Palembang,female,Cashier,5,2280000,0
bj4j8h1d1f9g,2314000,Tarakan,female,Traveling nurse,5,6080000,0
bj4j9b3i3a9d,3000,Langsa,male,Railroad worker,5,2660000,0
bj4j9g8d3a4b,52000,Kupang,male,Camp counselor,5,3040000,0
bj5a8c2d7a6g,14000,Parepare,male,Sales representative,5,1900000,0
bj5a9d5i6e2b,2000,Tasikmalaya,female,Barista,5,3040000,0
bj5b3g4e7c5h,5000,Banjar,male,Lead developer,5,5700000,0
bj5b5e0c9b9b,18000,Bogor,male,Data Scientist,5,14060000,0
bj5b8c9f4g2h,28000,Banjarmasin,female,Franchise owner,5,3420000,0
bj5c2b4g4a1c,2000,Pasuruan,male,Travel agent,5,2660000,0
bj5c4e4f2j6j,10000,Pariaman,female,Translator,5,2660000,0
bj5c9g8b4f6j,10000,Lubuklinggau,female,Barista,5,3040000,0
bj5d0g3i6f9g,32000,Padang Panjang,male,Lead developer,5,5700000,0
bj5d0j1i5e0j,2000,Kupang,female,Home health aids,5,1520000,0
bj5d4h0a6d7c,1000,Bandung,male,Traveling nurse,5,6080000,0
bj5d9a3e7c8a,108000,Bima,female,Nurse practitioners,5,11400000,0
bj5e0b8e6b1h,303000,Ternate,female,Full stack developer,5,5700000,0
bj5e1d4a2c7j,4000,Semarang,female,Waiter/waitress,5,2280000,0
bj5e3g1e8j6b,31000,Gorontalo,male,Traveling nurse,5,6080000,0
bj5e3i3b1f3c,5000,Pariaman,male,Occupational therapy assistants/aids,5,11400000,0
bj5e4c5a6b8a,2000,Pontianak,male,Lead engineer,5,5700000,0
bj5e4c8b6d2e,38000,East Jakarta,male,Teacher/tutor,5,5320000,0
bj5e7a3c4c6b,15000,Parepare,female,Retail sales,5,1900000,0
bj5e7f2b9i0c,1000,Padang,male,Writer/editor,5,1520000,0
bj5e7j0h8f0j,6000,Subulussalam,male,Statisticians,5,11020000,0
bj5f1b4g3b8g,3000,Bekasi,female,Android developer,5,4940000,0
bj5f2e5j9d0f,223000,Surakarta,male,Ambulance drivers/attendants,5,3800000,0
bj5f3g7a1g8h,54000,Prabumulih,female,English as a second language (ESL) teacher,5,2660000,0
bj5f4c7b8b8c,7000,Denpasar,male,Software Engineer,5,4940000,0
bj5f8h7d6h6a,69000,Dumai,female,Tech support specialist,5,2660000,0
bj5f9h9d3c0d,27000,Malang,female,Commercial divers,5,1520000,0
bj5f9i4d1i5f,17000,Bekasi,male,Physician assistants,5,7980000,0
bj5g2c4j0i4c,17000,Samarinda,female,English as a second language (ESL) teacher,5,2660000,0
bj5g5d0f1i5d,9000,North Jakarta,male,Physician assistants,5,7980000,0
bj5g7c5c2e9d,71000,Bukittinggi,female,Stock clerk,5,1900000,0
bj5g8a6h4c0h,14000,Palopo,female,Chief operating officer,5,5320000,0
bj5g8g9a5c2b,3119000,Sorong,female,Host/hostess (restaurant),5,1900000,0
bj5h5c8d2j9e,47000,Manado,male,Teacher/tutor,5,5320000,0
bj5h5g3b6i6f,292000,Jambi,male,Tech support specialist,5,2660000,0
bj5h6d3g8b0g,15000,Tasikmalaya,female,Nurse practitioners,5,11400000,0
bj5h6d4e3c8h,443000,Binjai,male,Android developer,5,4940000,0
bj5h9g2g8d9g,43000,Tangerang,female,Retail sales,5,1900000,0
bj5i1i1b8j8c,63000,Palangka Raya,male,Call center representative,5,5320000,0
bj5i4d6f9j5e,4000,Tangerang,female,Franchise owner,5,3420000,0
bj5i5c0i2e6f,15000,Pekalongan,female,Mobile Developer,5,5320000,0
bj5i5e9d1c8d,3000,Kendari,female,Traveling nurse,5,6080000,0
bj5i5f2a1i8f,72000,Pariaman,female,Project Manager,5,8740000,0
bj5i6d7b5j1i,81000,Batu,female,Nurse practitioners,5,11400000,0
bj5i7c1d4e9g,10000,South Tangerang,female,Barista,5,3040000,0
bj5i7e0c0j0c,72000,Sukabumi,female,Call center representative,5,5320000,0
bj5i8e9d7f4j,3000,Kediri,male,Home health aids,5,1520000,0
bj5j0f5h6g2i,738000,Sabang,male,Commercial divers,5,1520000,0
bj6a0j0j8c7f,30000,Balikpapan,female,Sales representative,5,1900000,0
bj6a1d6i7j5c,3000,Tual,male,Chief operating officer,5,5320000,0
bj6a2h9g4e4j,40000,Samarinda,female,Lead developer,5,5700000,0
bj6a5f5j3i8f,17000,Probolinggo,female,Nurse practitioners,5,11400000,0
bj6a8b3f9i4i,223000,Pasuruan,female,Lead developer,5,5700000,0
bj6b1h2b6g4c,3000,Bukittinggi,female,Lead engineer,5,5700000,0
bj6b3j9c4b4g,632000,Bima,male,Truck driver,5,7220000,0
bj6b4i2c8i3j,4000,Solok,male,Barista,5,3040000,0
bj6b5c8j8a5e,10000,Palembang,male,Lead engineer,5,5700000,0
bj6c0d6i4d5c,50000,Sibolga,male,Stock clerk,5,1900000,0
bj6c1e8f4c6d,1704000,Dumai,male,Virtual assistant,5,3420000,0
bj6c1e9c6f3f,1025000,Salatiga,female,Research assistant,5,5320000,0
bj6c7b2b5f2i,9000,Serang,female,Data Scientist,5,14060000,0
bj6c8g2b5b1i,5000,Kupang,male,Sales representative,5,1900000,0
bj6d1b2j7e3b,15000,Kediri,male,Teacher/tutor,5,5320000,0
bj6d2b3a3a3d,37000,Bukittinggi,male,Franchise owner,5,3420000,0
bj6d2e0g0e3g,38000,Metro,male,UX Designer,5,7600000,0
bj6d4c9i9b6a,6000,Mojokerto,female,Sales representative,5,1900000,0
bj6d8f3i6f5i,3000,Pasuruan,female,QA Manager,5,8740000,0
bj6e4d1i8i7d,1000,Jayapura,female,Lead engineer,5,5700000,0
bj6e4h4d3f4e,6000,Manado,male,Flight attendant,5,2280000,0
bj6e6d4c5c5a,262000,Pagar Alam,female,Physical therapist assistants/aides,5,11400000,0
bj6e6e5g4j2h,4000,Tual,male,Auditor,5,4180000,0
bj6f2b6e2h2j,10000,Subulussalam,female,Translator,5,2660000,0
bj6f4b8h6h5c,104917000,Kupang,male,Translator,5,2660000,0
bj6f4e1j8d5f,38000,Singkawang,female,Auditor,5,4180000,0
bj6f4f9h3i6h,7000,Serang,female,Chief technology officer,5,5320000,0
bj6f7e4j1e5g,45000,Padang,female,Wind turbine service technicians,5,8360000,0
bj6f8b3e5a3g,9000,Payakumbuh,male,Occupational therapy assistants/aids,5,11400000,0
bj6f9i5c8e1g,42000,Palangka Raya,male,Wind turbine service technicians,5,8360000,0
bj6g1g5c2f4c,59000,Tarakan,female,Chief operating officer,5,5320000,0
bj6g2f8j9g4j,77000,Depok,male,Lead developer,5,5700000,0
bj6g2j1b2i2a,28000,Tidore,male,Android developer,5,4940000,0
bj6g3i6f4c9e,61000,Kendari,female,Writer/editor,5,1520000,0
bj6h1b1d4g4f,2000,Gunungsitoli,male,Flight attendant,5,2280000,0
bj6h3d1i5b0c,8000,Padang,male,Au pair,5,6840000,0
bj6h4a0h3g9c,2000,Serang,male,Research assistant,5,5320000,0
bj6h4d6b9j7g,29000,South Jakarta,male,Nurse practitioners,5,11400000,0
bj6h7e8c5a7a,28000,Cilegon,male,Lead engineer,5,5700000,0
bj6i6e5j8j3a,1970000,Bogor,female,Home health aids,5,1520000,0
bj6i8c8g3f2j,2000,Dumai,female,Commercial divers,5,1520000,0
bj6i9e3d5d6h,15000,Palembang,male,Data Scientist,5,14060000,0
bj6j6h7b4a7f,473000,Mojokerto,female,Flight attendant,5,2280000,0
bj6j9b4h4i8i,24000,Mataram,female,Statisticians,5,11020000,0
bj6j9g7d6c3e,9065000,Sungai Penuh,female,Nurse practitioners,5,11400000,0
bj7a0d3h3a3f,24000,Cimahi,female,Web developer/designer,5,1900000,0
bj7a1d3e4j2c,868000,Banjarbaru,male,Stock clerk,5,1900000,0
bj7a1d8h3a0h,731000,East Jakarta,female,Software Architect,5,4940000,0
bj7a2d8j4a1i,21000,Sungai Penuh,female,Chief technology officer,5,5320000,0
bj7a3b3g7b4e,36000,Mataram,male,Ambulance drivers/attendants,5,3800000,0
bj7a4b9f4b1d,22000,Medan,female,Barista,5,3040000,0
bj7a5f8h6b0g,2000,Mojokerto,male,Warehouse worker,5,1520000,0
bj7a6h8b8e8i,27000,South Jakarta,female,Office clerk,5,2280000,0
bj7a8c1a3b1j,21000,Blitar,female,Lead developer,5,5700000,0
bj7a8d5e4i3d,10000,Palangka Raya,male,Chief technology officer,5,5320000,0
bj7b2j4a0a5h,34000,Kupang,male,Auditor,5,4180000,0
bj7b5g6a6f3j,5891000,Subulussalam,male,Stock clerk,5,1900000,0
bj7b8h8f3h2f,36000,Serang,male,UX Designer,5,7600000,0
bj7c1i9i1b0g,155000,Manado,male,Physician assistants,5,7980000,0
bj7c3f1g8e9e,6000,Palu,male,Lead engineer,5,5700000,0
bj7c3h2h4c2f,123044000,North Jakarta,male,Software QA engineer,5,7980000,0
